id,name,ai,str,sta,dex,intl,HR,ER,Race,Belligerence,Gender,Level,FlightLevel,Size,Class,ifPart,Karma,Useable,AtkMin,AtkMax,Atk1,Atk2,Atk3,HorizontalRate,VerticalRate,DiagonalRate,ThrustRate,ChestRate,HeadRate,ArmRate,ReAttackDelay,AddHp,AddMp,NeturealArmor,Abrasion,Hardness,AdjAtkDelay,ElementalType,ElementalAtk,HideLevel,Speed,Shelter,Flying,Jumping,Airjump,Taming,ResistMagic,ResistElectricity,ResistFire,ResistWind,ResistWater,ResistEarth,Cash,SourceMaterial,MaterialAmmount,Cohesion,HoldingTime,CorrectionValue,ExpValue,FxpValue,BodyState,AddAbility,VirtItem1,VirtType1,VirtItem2,VirtType2,VirtItem3,VirtType3,SndAtk1,SndAtk2,SndDie1,SndDie2,SndDmg1,SndDmg2,SndDmg3,SndIdle1,SndIdle2,comment,giant
190,Small Buketfoot,2,15,20,15,13,-1,-1,-1,12,-1,1,-1,100,1,0,-1,-1,29,31,9252,9253,9254,-1,-1.0,-1,-1,-1,-1,-1,3000,550,100,-1,130,0,-1,0,0,-1,0.075,-1,0,-1,-1,-1,15,0.0,0.0,0.0,0.0,0.0,51,-1,-1,-1,-1,10,21,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
191,Buketfoot,2,15,20,15,13,-1,-1,-1,12,-1,1,-1,100,2,0,-1,-1,29,31,9255,9256,9257,-1,-1.0,-1,-1,-1,-1,-1,3000,550,100,-1,130,0,-1,0,0,-1,0.075,-1,0,-1,-1,-1,15,0.0,0.0,0.0,0.0,0.0,51,-1,-1,-1,-1,10,24,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
192,Captain Buketfoot,2,15,20,15,13,-1,-1,-1,12,-1,2,-1,100,3,0,-1,-1,29,31,9258,9259,9260,-1,-1.0,-1,-1,-1,-1,-1,3000,550,100,-1,130,0,-1,0,0,-1,0.08,-1,0,-1,-1,-1,15,0.0,0.0,0.0,0.0,0.0,52,-1,-1,-1,-1,10,33,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
193,Giant Buketfoot,2,15,20,15,13,-1,-1,-1,12,-1,5,-1,400,4,0,-1,-1,29,31,9261,9262,9263,-1,-1.0,-1,-1,-1,-1,-1,3000,3300,100,-1,130,0,-1,0,0,-1,0.075,-1,0,-1,-1,-1,15,0.0,0.0,0.0,0.0,0.0,378,-1,-1,-1,-1,294,510,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
196,Master Demian,2,15,20,100,15,25,20,-1,11,-1,1,-1,100,4,0,-1,-1,124,130,9057,9058,9059,-1,-1.0,-1,-1,-1,-1,-1,3000,3700000,100,0,130,0,-1,0,0,-1,0.075,-1,0,-1,-1,-1,1,0.0,0.0,0.0,0.0,0.0,0,-1,-1,-1,-1,10,1,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
197,Master Keakoon,2,15,20,100,15,25,20,-1,12,-1,1,-1,100,4,0,-1,-1,124,130,9255,9256,9257,-1,-1.0,-1,-1,-1,-1,-1,3000,3700000,100,0,130,0,-1,0,0,-1,0.075,-1,0,-1,-1,-1,1,0.0,0.0,0.0,0.0,0.0,0,-1,-1,-1,-1,10,1,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
198,Master Muffrin,2,15,20,100,15,25,20,-1,12,-1,1,-1,100,4,0,-1,-1,124,130,9261,9262,9263,-1,-1.0,-1,-1,-1,-1,-1,3000,3700000,100,0,130,0,-1,0,0,-1,0.075,-1,0,-1,-1,-1,1,0.0,0.0,0.0,0.0,0.0,0,-1,-1,-1,-1,10,1,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
199,Beast Mr. Pumpkin,2,15,20,71,36,0,0,-1,13,-1,29,-1,100,4,0,-1,-1,453,477,9153,9154,9155,-1,-1.0,-1,-1,-1,-1,-1,3000,88035,100,29,130,0,-1,5,0,-1,0.075,-1,0,-1,-1,-1,29,0.0,0.0,0.0,0.0,0.0,0,-1,-1,-1,-1,10,1,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
200,Infopeng,0,10,10,10,10,0,0,-1,1,-1,-1,-1,165,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,3000,-1,-1,0,-1,-1,-1,0,0,-1,0.025,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,1,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
201,Dwarpet,0,10,10,10,10,0,0,-1,1,-1,-1,-1,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,3000,-1,-1,0,130,0,-1,0,0,-1,0.025,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,1,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
202,Master Dwarpet,0,10,10,10,10,0,0,-1,1,-1,-1,-1,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,3000,-1,-1,0,130,0,-1,0,0,-1,0.1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,1,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
203,Iblis,0,10,10,10,10,0,0,-1,1,-1,-1,-1,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,3000,-1,-1,0,130,0,-1,0,0,-1,0.1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,1,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
204,Shade,0,10,10,10,10,0,0,-1,1,-1,-1,-1,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,3000,-1,-1,0,130,0,-1,0,0,-1,0.1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,1,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
205,Bubble,0,10,10,10,10,0,0,-1,1,-1,-1,-1,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,3000,-1,-1,0,130,0,-1,0,0,-1,0.1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,1,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
206,Beast Zombiger,2,15,20,151,83,83,61,-1,12,-1,30,-1,100,4,0,-1,1,1123,1159,9255,9256,9257,-1,-1.0,-1,-1,-1,-1,-1,3000,300000,100,61,130,0,-1,0,0,1,0.075,-1,0,-1,-1,-1,51,0.0,0.0,0.0,0.0,0.0,0,-1,-1,-1,-1,60,327002,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
210,Losha,0,10,10,10,10,0,0,-1,1,-1,-1,-1,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,3000,-1,-1,0,-1,-1,-1,0,0,-1,0.025,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,1,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
211,Boboku,0,10,10,10,10,0,0,-1,1,-1,-1,-1,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,3000,-1,-1,0,-1,-1,-1,0,0,-1,0.025,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,1,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
212,Julia,0,10,10,10,10,0,0,-1,1,-1,-1,-1,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,3000,-1,-1,0,-1,-1,-1,0,0,-1,0.025,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,1,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
213,Lui,0,10,10,10,10,0,0,-1,1,-1,-1,-1,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,3000,-1,-1,0,-1,-1,-1,0,0,-1,0.025,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,1,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
214,Marche,0,10,10,10,10,0,0,-1,1,-1,-1,-1,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,3000,-1,-1,0,-1,-1,-1,0,0,-1,0.025,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,1,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
215,Bulrox,0,10,10,10,10,0,0,-1,1,-1,-1,-1,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,3000,-1,-1,0,130,0,-1,0,0,-1,0.025,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,1,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
216,Tina,0,10,10,10,10,0,0,-1,1,-1,-1,-1,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,3000,-1,-1,0,130,0,-1,0,0,-1,0.025,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,1,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
217,Karin,0,10,10,10,10,0,0,-1,1,-1,-1,-1,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,3000,-1,-1,0,130,0,-1,0,0,-1,0.025,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,1,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
218,Martin,0,10,10,10,10,0,0,-1,1,-1,-1,-1,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,3000,-1,-1,0,130,0,-1,0,0,-1,0.025,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,1,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
219,Bill,0,10,10,10,10,0,0,-1,1,-1,-1,-1,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,3000,-1,-1,0,130,0,-1,0,0,-1,0.025,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,1,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
220,Rhine,0,10,10,10,10,0,0,-1,1,-1,-1,-1,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,3000,-1,-1,0,130,0,-1,0,0,-1,0.1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,1,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
221,Stima,0,10,10,10,10,0,0,-1,1,-1,-1,-1,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,3000,-1,-1,0,130,0,-1,0,0,-1,0.025,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,1,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
222,Phacham,0,10,10,10,10,0,0,-1,1,-1,-1,-1,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,3000,-1,-1,0,130,0,-1,0,0,-1,0.025,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,1,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
223,Roocky,0,10,10,10,10,0,0,-1,1,-1,-1,-1,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,3000,-1,-1,0,130,0,-1,0,0,-1,0.1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,1,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
224,Ollien,0,10,10,10,10,0,0,-1,1,-1,-1,-1,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,3000,-1,-1,0,130,0,-1,0,0,-1,0.1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,1,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
225,Haven,0,10,10,10,10,0,0,-1,1,-1,-1,-1,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,3000,-1,-1,0,130,0,-1,0,0,-1,0.1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,1,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
226,Chitller,0,10,10,10,10,0,0,-1,1,-1,-1,-1,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,3000,-1,-1,0,130,0,-1,0,0,-1,0.1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,1,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
227,Bolpor,0,10,10,10,10,0,0,-1,1,-1,-1,-1,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,3000,-1,-1,0,130,0,-1,0,0,-1,0.1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,1,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
228,Almani,0,10,10,10,10,0,0,-1,1,-1,-1,-1,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,3000,-1,-1,0,130,0,-1,0,0,-1,0.1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,1,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
229,Achaben,0,10,10,10,10,0,0,-1,1,-1,-1,-1,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,3000,-1,-1,0,130,0,-1,0,0,-1,0.1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,1,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
230,Eshylop,0,10,10,10,10,0,0,-1,1,-1,-1,-1,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,3000,-1,-1,0,130,0,-1,0,0,-1,0.1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,1,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
231,Remine,0,10,10,10,10,0,0,-1,1,-1,-1,-1,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,3000,-1,-1,0,130,0,-1,0,0,-1,0.1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,1,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
232,Unknown,0,10,10,10,10,0,0,-1,1,-1,-1,-1,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,3000,-1,-1,0,130,0,-1,0,0,-1,0.1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,1,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
233,Agent,0,10,10,10,10,0,0,-1,1,-1,-1,-1,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,3000,-1,-1,0,130,0,-1,0,0,-1,0.1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,1,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
234,Guardian,0,10,10,10,10,0,0,-1,1,-1,-1,-1,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,3000,-1,-1,0,130,0,-1,0,0,-1,0.1,-1,1,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,1,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
235,Ancimys,0,10,10,10,10,0,0,-1,1,-1,-1,-1,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,3000,-1,-1,0,130,0,-1,0,0,-1,0.1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,1,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
236,Santa,0,10,10,10,10,0,0,-1,1,-1,-1,-1,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,3000,-1,-1,0,130,0,-1,0,0,-1,0.1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,1,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
237,Priest,0,10,10,10,10,0,0,-1,1,-1,-1,-1,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,3000,-1,-1,0,130,0,-1,0,0,-1,0.1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,1,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
238,Chitos,0,10,10,10,10,0,0,-1,1,-1,-1,-1,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,3000,-1,-1,0,130,0,-1,0,0,-1,0.1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,1,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
239,Polar Bear,0,10,10,10,10,0,0,-1,1,-1,-1,-1,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,3000,-1,-1,0,130,0,-1,0,0,-1,0.1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,1,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
300,Small Flbyrigen,2,15,53,97,82,90,53,-1,12,-1,42,-1,100,1,0,-1,1,339,357,9252,9253,9254,-1,-1.0,-1,-1,-1,-1,-1,3000,7614,100,53,130,0,-1,2,0,-1,0.16,-1,1,-1,-1,-1,50,-0.3,0.3,0.0,0.0,0.0,52,-1,-1,-1,-1,13,905,67,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
301,Flbyrigen,2,15,53,97,82,91,54,-1,12,-1,42,-1,100,2,0,-1,1,339,357,9255,9256,9257,-1,-1.0,-1,-1,-1,-1,-1,3000,7614,100,54,130,0,-1,2,0,-1,0.16,-1,1,-1,-1,-1,50,-0.3,0.3,0.0,0.0,0.0,52,-1,-1,-1,-1,50,946,69,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
302,Captain Flbyrigen,2,15,55,99,84,92,54,-1,12,-1,43,-1,100,3,0,-1,1,342,361,9258,9259,9260,-1,-1.0,-1,-1,-1,-1,-1,3000,7769,100,54,130,0,-1,2,0,-1,0.18,-1,1,-1,-1,-1,51,-0.3,0.3,0.0,0.0,0.0,53,-1,-1,-1,-1,9,1013,83,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
303,Giant Flbyrigen,2,15,63,105,89,90,77,-1,12,-1,46,-1,400,4,0,-1,1,682,718,9261,9262,9263,-1,-1.0,-1,-1,-1,-1,-1,3000,147628,100,77,130,0,-1,5,0,-1,0.16,-1,1,-1,-1,-1,55,0.3,0.0,-0.3,0.0,0.0,385,-1,-1,-1,-1,2080,6589,483,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
304,Small Mothbee,2,15,57,53,45,69,28,-1,12,-1,20,-1,100,1,0,-1,1,175,184,9252,9253,9254,-1,-1.0,-1,-1,-1,-1,-1,3000,3404,100,28,130,0,-1,4,0,-1,0.16,-1,1,-1,-1,-1,20,0.0,-0.3,0.0,0.0,0.3,37,-1,-1,-1,-1,13,53,25,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
305,Mothbee,2,15,57,53,45,70,29,-1,12,-1,20,-1,100,2,0,-1,1,175,184,9255,9256,9257,-1,-1.0,-1,-1,-1,-1,-1,3000,3404,100,29,130,0,-1,4,0,-1,0.16,-1,1,-1,-1,-1,20,0.0,-0.3,0.0,0.0,0.3,37,-1,-1,-1,-1,50,55,27,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
306,Captain Mothbee,2,15,59,55,47,71,30,-1,12,-1,21,-1,100,3,0,-1,1,179,188,9258,9259,9260,-1,-1.0,-1,-1,-1,-1,-1,3000,3521,100,30,130,0,-1,4,0,-1,0.18,-1,1,-1,-1,-1,21,0.0,-0.3,0.0,0.0,0.3,38,-1,-1,-1,-1,9,61,15,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
307,Giant Mothbee,2,15,65,63,54,95,81,-1,12,-1,25,-1,400,4,0,-1,1,379,399,9261,9262,9263,-1,-1.0,-1,-1,-1,-1,-1,3000,75204,100,81,130,0,-1,1,0,-1,0.16,-1,1,-1,-1,-1,25,0.0,0.0,0.3,-0.3,0.0,280,-1,-1,-1,-1,600,479,82,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
308,Small Rockepeller,2,15,61,111,94,78,58,-1,12,-1,49,-1,100,1,0,-1,1,402,424,9252,9253,9254,-1,-1.0,-1,-1,-1,-1,-1,3000,18947,100,58,130,0,-1,3,0,-1,0.16,-1,1,-1,-1,-1,58,0.0,0.0,0.0,0.3,-0.3,58,-1,-1,-1,-1,13,1995,199,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
309,Rockepeller,2,15,61,111,94,79,58,-1,12,-1,49,-1,100,2,0,-1,1,402,424,9255,9256,9257,-1,-1.0,-1,-1,-1,-1,-1,3000,18947,100,58,130,0,-1,3,0,-1,0.16,-1,1,-1,-1,-1,58,0.0,0.0,0.0,0.3,-0.3,58,-1,-1,-1,-1,50,2086,201,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
310,Captain Rockepeller,2,15,63,113,96,80,60,-1,12,-1,50,-1,100,3,0,-1,1,406,428,9258,9259,9260,-1,-1.0,-1,-1,-1,-1,-1,3000,19289,100,60,130,0,-1,3,0,-1,0.18,-1,1,-1,-1,-1,60,0.0,0.0,0.0,0.3,-0.3,58,-1,-1,-1,-1,9,2234,240,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
311,Giant Rockepeller,2,15,69,119,101,100,85,-1,12,-1,53,-1,400,4,0,-1,1,777,818,9261,9262,9263,-1,-1.0,-1,-1,-1,-1,-1,3000,168432,100,85,130,0,-1,1,0,-1,0.16,-1,1,-1,-1,-1,63,0.0,0.0,0.3,-0.3,0.0,427,-1,-1,-1,-1,3260,14540,1385,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
400,Small Giggle Box,2,15,20,75,64,51,38,-1,12,-1,31,-1,100,1,0,-1,1,260,274,9252,9253,9254,-1,1.0,-1,-1,-1,-1,-1,3000,5422,100,44,130,0,-1,3,0,-1,0.075,-1,0,-1,-1,-1,31,0.0,0.0,0.0,0.3,-0.3,44,-1,-1,-1,-1,13,229,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
401,Giggle Box,2,15,20,75,64,52,38,-1,12,-1,31,-1,100,2,0,-1,1,260,274,9255,9256,9257,-1,1.0,-1,-1,-1,-1,-1,3000,5422,100,44,130,0,-1,3,0,-1,0.075,-1,0,-1,-1,-1,31,0.0,0.0,0.0,0.3,-0.3,44,-1,-1,-1,-1,50,239,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
402,Captain Giggle Box,2,15,20,77,65,53,40,-1,12,-1,32,-1,100,3,0,-1,1,264,278,9258,9259,9260,-1,1.0,-1,-1,-1,-1,-1,3000,5560,100,45,130,0,-1,3,0,-1,0.08,-1,0,-1,-1,-1,32,0.0,0.0,0.0,0.3,-0.3,45,-1,-1,-1,-1,9,261,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
